"V1" "V2" "V3" "V4" "V5" "V6" "V7"
2773.54907547024 935.419516087138 732.184925109933 614.200060602809 895.283026597021 669.148314952349 732.542102099158
1278.40337048123 1176.12448200618 1233.04091844254 826.404203758926 863.565325407102 817.965210368209 645.785272867139
596.386858561599 1419.2399461644 751.31050197047 952.957949829324 685.974502267548 716.341936910573 592.789051294336
601.139143112254 1843.98070129333 1261.88611630526 615.32652200851 1005.38935396732 617.183347256941 678.972272249774
2661.33844006183 939.728623441268 1222.91818380255 613.973166078261 784.393213083105 685.180265793736 702.139245740269
353.542103070856 1280.75156390627 744.100353838033 576.901801103732 919.718656419613 793.364257991227 590.763335291167
3688.17117631376 727.412607881624 1002.78233921851 1270.82439441842 920.922649996414 847.317150932023 631.685143897425
919.701520104029 1093.90377528368 925.739103287463 632.40122573428 530.035513284206 654.334804552799 653.359869767283
2824.40528576916 1126.12264674287 1144.01983516982 754.227687231456 941.982630499079 698.860896084415 714.92395193029
851.923532389699 1239.02104056892 1655.80037230476 839.762252125487 750.416553353646 636.166948217809 681.263711347075
986.691664073208 1398.90350858794 1109.18527713467 874.018167543505 763.199731223839 646.974117112108 574.30526609756
625.088050801613 747.417518996354 843.719712698277 1321.7218084426 813.991678971329 588.19347236827 658.334934707981
2052.92280155504 1116.98313255721 1028.02352086096 651.79476427509 659.03036536783 720.893421198588 730.45327403965
3566.07055353997 3119.64464963919 866.524905230999 967.293288734695 855.284608507753 791.623439527566 749.089318094227
963.012668311306 1288.82103165135 1171.78436061946 896.163782960828 760.759941009285 780.161088314604 682.556498251877
705.842120817976 910.203936040392 1157.95975910058 679.698836742175 758.249249479415 734.230691772032 626.092349846956
2188.80274862856 528.536795869521 691.000148321756 856.001193840699 689.40162544348 608.15087248415 709.863027162986
2974.16355104974 966.064506280797 1491.90551764803 1252.84282058828 634.24851435066 693.285918442815 726.463460997689
934.395445607679 1005.00182840446 1266.48128344985 949.405424559269 519.322481766125 726.102546176975 674.371977277812
2274.24488506984 1018.49973840429 904.90897842933 737.518407976457 726.362429542546 795.115802740768 649.289872564341
3714.70942164736 793.971947529199 1203.85910010162 959.118314430075 795.420702509068 618.9550113888 653.154537351803
961.275108245419 1640.42079104143 1256.43854036664 1097.01568481576 1125.66283327017 755.034302430816 614.910502419622
2279.44284574998 621.614511193198 1355.69609787857 1256.37223753486 994.498313780628 681.034553089973 670.309281666226
884.086109282563 661.166453227553 719.721078943383 1069.40510551187 521.587149052709 589.633789970167 621.775825729211
1808.57035069911 818.037664269091 1997.74934075349 781.72931001638 818.108712117864 652.334945699165 685.162355126696
1485.32209858554 2016.52357326577 919.973384597522 758.803867361849 971.439991926495 865.587846704288 615.654213976431
900.254472982896 1157.78447254226 1122.00266317037 717.363652704447 762.629245086243 757.647196186732 616.475823988586
4261.47765317867 1104.87509976853 936.286968149794 823.120047856423 741.119815371769 703.267483534604 674.528230533977
3614.97201272644 656.433962981103 932.744054255935 756.540106053258 887.444656243828 680.804258790645 643.524246592028
1503.72355406189 522.905232372914 993.410065701387 850.00212045156 1465.73879278391 766.889993609153 573.577508342027
935.635865379233 725.716417809572 1102.15675938576 1313.85881429266 790.678466783894 676.246356443919 644.184603663921
376.596900736688 926.742438944504 1342.20448167746 671.642626311453 890.827743868369 693.229295347196 674.890197848867
1028.33932369843 1254.58449794033 1613.79443343367 806.494715621021 673.88326405754 648.845930129417 695.491944183621
1233.45708805991 792.84456522283 731.887286990247 1046.07775661265 1010.76939738679 719.63823225621 718.750256063621
2262.26691913068 1187.36401738572 732.360430896093 817.253941230798 734.986213713597 720.239401484398 649.957214834184
734.558283465592 790.534827694048 1167.24332241361 940.381004694803 653.595802111689 686.30732173699 650.022831984124
985.102080401851 1546.17228629519 1150.58741187136 973.498885485616 967.58924483968 738.716200911646 699.938651372537
1524.74860905183 1085.4270658658 800.789644538282 822.414957525472 690.942970273773 618.514947584855 663.628335668366
2823.22355637467 861.342316993462 1135.94853008549 862.439617998318 918.906679035209 677.365658230599 714.201841664418
2361.8593924456 992.217360453906 565.584340247831 811.989554042843 829.287033950878 1019.52770965949 634.958671039192
1412.79498104752 737.608731587365 1353.37476279064 772.999189892893 893.725154078166 783.699783924658 652.794210887054
618.998513883545 691.956779757154 1674.66156039119 698.594186343816 500.979663013522 746.191582710816 565.619156742728
657.8167072542 811.088325821348 1853.30997977934 508.063247694233 565.910330657077 727.574524721863 653.429769668735
1902.44790323564 2112.98409871285 504.110891966341 566.626316200569 651.140394579182 703.967419702147 647.217248333929
1275.29129415901 1093.4327672117 1199.86257282179 751.670073623165 804.634338478491 721.401650982569 682.311922579695
1037.13569896095 1227.55777622601 836.54386349044 939.576133653671 605.593388992433 621.680256309135 656.621860701784
3359.22851628972 963.613823527225 770.260801045327 833.761770729929 753.548227062893 608.844258996194 628.408211727743
670.355071621808 1062.42494346706 1092.91877417725 905.769574091852 684.163076889694 764.947187622208 727.381576795654
1026.43750264708 4944.60066192848 708.622851612536 999.537235469909 886.04447535783 753.665629061215 648.347253182768
2971.6380095076 1989.15864401858 832.002439568869 653.008710992871 641.331937777831 637.986643905508 685.34924765217
1110.08687933665 804.533985382569 915.151044996317 914.175464318389 740.140624444833 779.880359027612 682.084737794455
619.756650755319 807.250338525471 677.781106130137 636.047463349629 929.016601940591 776.299117553524 693.919956605381
