"V1" "V2" "V3" "V4" "V5" "V6" "V7"
2049.61499073254 296.045342541852 541.116526528602 264.418826818636 230.059686997142 80.5647215737602 118.158283231991
546.527093534181 490.977121111791 1012.14017944436 217.877822747861 93.6913270909173 105.526563128628 76.8890108165505
633.261963403248 437.589983310474 491.69411372039 444.015084342335 63.7058537083625 196.660945273812 111.791556220355
284.523044545182 167.322936689384 295.549194027559 414.596365614671 92.315953349155 117.791117207594 58.9797847411678
1106.26425417443 242.978987717334 214.91415451149 157.758261242625 141.95955037998 168.605092100561 155.533836271074
981.64369779783 805.772387370069 457.998296436141 265.139249343947 336.164511702614 220.918566003184 84.756514977142
294.134641542276 248.465291388736 191.157196889606 788.104443500599 257.839749202516 216.421824671025 68.0581441041208
1485.58087433708 701.526139143954 134.569432353155 340.264665315182 182.908822284429 119.048656302263 70.3850716450978
250.876970833608 1377.78543601379 227.463437806106 146.80686097148 95.7746875424195 165.446936736695 108.68795336152
609.773442827663 356.06024296114 823.402360600452 202.306055399338 124.454928084272 147.972126477507 78.5388158616057
347.932090377489 366.031529370335 278.591195185058 177.135744018972 263.610340679578 61.0179655935975 104.770210159781
491.139898821446 165.651070373074 248.284571497756 340.943520780831 146.390065045087 52.7004220659399 126.152573722469
185.134702660294 134.308943099773 146.591746432533 162.633411293189 375.576321701618 104.943917376021 104.096759453943
325.232060609202 274.414005288988 257.141739138212 277.289774637722 149.174160406295 111.89296111336 83.7213612970923
381.053706854422 162.584614169964 382.560478835486 178.612108723952 117.680251115174 161.639637083964 55.1455331195911
269.571768953362 1091.15748994948 540.291190305304 377.494498795602 329.003525652125 68.0940229438598 48.7643742280215
558.086655183294 236.394664334596 220.522667214267 165.811940967936 217.637300800759 79.4972598987538 92.6994018191971
152.039119099338 624.057668965578 156.692329351877 119.86684316629 141.830663717109 180.201216715128 122.166812249285
184.777246368886 207.682170253005 657.32121487539 171.435049285356 187.175698275738 99.1288332889997 90.4722740688756
270.027908404219 204.22600574596 385.013296219711 105.815767623773 237.608857701015 208.450298523089 68.8494558066807
110.66703402208 1599.78396056424 673.922759634376 288.870940200777 146.99008996547 87.7856294963024 88.0700497122925
1745.97212144353 1125.21443609155 393.702424429231 364.994408748898 92.1078588804585 185.514204155344 54.7155635065091
489.890325499931 848.016110753522 703.096283741588 433.140841659225 232.986910838418 145.517741802514 119.097642979629
290.313701182682 817.001614483543 387.602756976997 260.079471600134 206.960224755787 116.591490399185 80.2818723395205
846.832873456976 467.115059700074 163.817174990616 223.760996753423 242.818947559619 101.822688960289 69.2476258351194
1716.94090085889 218.163348666177 537.282457657376 182.860591641986 211.976358568912 89.1778162068409 65.4112095011666
300.504533771831 1470.47150910442 567.555552004151 174.64434126062 222.695545825195 119.595483038846 68.7334259529992
320.208655311608 1294.89600513272 494.726016540674 189.727481948621 150.562857950067 165.08929448094 139.866173276361
1041.12846083103 474.580403784602 150.029513243604 209.315806980651 53.5903096488515 106.089226567166 97.0251846278722
1129.8579267828 638.130602505956 328.273398298047 259.07732466141 145.590338574866 128.796104181894 76.8667790295992
287.975430426473 269.584169998218 584.636395203597 205.843778740793 95.867418762541 214.675057647648 71.873872405773
354.223356000707 709.226144977965 500.179225417484 307.00546042437 164.284818698218 84.029410839265 110.916860253872
571.092659016813 285.77597315518 601.205210489493 461.870787588319 161.292117663893 138.120198741439 131.012120075576
1208.89465121607 184.427798042772 543.54385424068 182.724763356061 225.89022904944 105.635724233435 102.468235138974
1056.55770003453 483.942606866848 383.167193532783 206.953460456424 164.772423604252 79.1251354912457 82.7194038151008
1188.43614958099 255.661247522849 148.834310553485 235.163656568152 298.835810008239 164.292184314409 71.775406422791
