"V1" "V2" "V3" "V4" "V5" "V6" "V7"
9.11628253164593 12.6673662195019 10.0938550447501 8.22360693212495 8.68005363052644 6.99693689914182 6.52930489246099
13.9206220217765 7.36636648352258 11.1233548976549 9.77312185552844 6.58814200155417 6.99245954824567 6.63308301132717
10.4084760112932 16.5517942193825 11.3339213632837 8.51014233349007 7.17998028196584 7.58322080309036 6.47459481162896
5.9013656422272 7.45942703001149 7.30221445933009 8.05096677873674 8.29885174998711 7.16488479690241 6.66669781859585
10.0142676613084 9.57924229189078 10.8602864372499 8.24155557479971 5.97231047821069 6.74477108834748 7.1389960606441
9.95082858888001 8.32466212577068 10.0770076524454 7.99250851883251 7.35283620868212 7.00909289913032 6.65750074314099
15.2757655387055 10.9243232252141 12.858727714776 7.91562150986275 7.6526318618996 6.97268180925162 6.63186483841449
18.3481535778904 12.1871164878338 8.6179197240156 10.1586334287523 8.39827222721463 6.83189841333724 6.84273076034689
14.0138402255633 10.6217396387371 9.84240538979246 9.16146783068498 7.2963246463674 6.70955883621396 6.70951828987312
16.8727349315773 9.72832465891493 13.0508522738281 7.79227465633339 8.73400687299166 7.08013697916013 6.48386231066626
24.6498645529544 12.8674988983663 7.80972837248977 9.92778962076036 8.02106876388907 6.37451553053417 6.74846869475476
18.9686310812435 14.9637417169871 7.00995661237416 10.4153051540385 6.65175123646386 6.88905922919872 6.79531799432004
22.0440343791049 8.9933447067776 7.31875235951486 6.90990175742286 9.22984485148513 7.0434338693253 6.68409818926865
12.8796019727534 7.37952767994672 11.4804256447638 9.25428726158032 7.67969831163331 6.83136314236772 6.313215114978
10.8966947080382 16.6852687102908 9.03566828345161 8.40455088883015 7.33803303869214 7.05472837455393 6.50466038414376
15.2176496451165 13.9036254159504 9.51517767714209 8.92765801594627 7.84317545945536 7.27195575547034 6.35759561969714
14.9445937924516 10.4697299927612 8.42117284672422 8.70713447921434 7.7612465574927 6.78820462151804 6.29115338188493
16.7547541273247 9.35804149852557 6.78589799423538 9.2119355742931 7.45963410169018 6.95696089123336 6.79054077315702
10.4110912902171 11.04563678035 12.6658019189285 8.67955029111828 7.75263883307931 6.93599005927713 6.65808645721886
5.93907355447352 16.7189009333527 10.4733854206747 7.30674060606276 8.92671256949911 6.78618651094897 6.91020613158295
12.1401128224556 10.0143855886503 10.9026985615433 9.15143077313901 7.5454309735146 7.14472768286005 6.76361977049494
5.35550679969237 6.060017777797 9.77983344178014 8.42158755507996 7.1849675564397 7.08391385375812 6.59865771736562
6.31930835300414 8.1062383862805 8.73151746723084 8.69739265622471 6.01375932353447 6.57333487534259 6.46091460336143
9.59697133282252 8.08584712176828 9.91691262136701 7.49506646851235 7.64905594477072 7.34259639011051 6.5352434437632
7.92363003749827 14.4090955702477 11.8115910661263 8.20882293133058 8.04348096153818 7.55836314835608 6.75271134696801
10.9561050563534 8.34920303492889 7.34717094395936 6.90093619763686 7.06412775552939 6.82707972775273 6.28885597708103
9.08077159971216 8.73412194141568 6.99255909586272 7.71256454843769 8.0228568836889 7.21480045395899 6.43577734497687
21.3103372006792 21.2802962069786 9.11963311409726 8.75882453841474 7.88623661675209 7.38044237648619 6.50351676311624
7.69681778596133 9.78024384111223 11.9002471710634 8.17937028027762 7.60211706333276 7.36896347984195 7.11826587320113
12.6357861024342 11.7997886533035 10.5709275625819 9.83937670854132 7.13902387907109 7.03046339652591 6.25338933207311
10.0204029550764 8.56224955132526 9.44479006437423 8.66744051549851 8.78714531567926 7.88482927537819 6.62296552036446
12.7021649113037 5.28519787394604 8.31972693269572 11.2088071082394 7.53744947220313 7.1289391663798 7.10018834576533
16.4731466661767 9.29203099748711 8.5003443317912 9.11339968645939 6.52030454816169 6.50337725359286 6.40863829270089
