"","score","method","forest"
"rpart72",20.662400283735,"rpart","DECISION TREE"
"rpart73",20.6381758495045,"rpart","DECISION TREE"
"rpart74",17.980850722464,"rpart","DECISION TREE"
"rpart75",22.3668259200468,"rpart","DECISION TREE"
"rpart76",21.2542888610131,"rpart","DECISION TREE"
"rpart77",19.7548788100143,"rpart","DECISION TREE"
"rpart78",22.0469195780966,"rpart","DECISION TREE"
"rpart79",19.3525128278852,"rpart","DECISION TREE"
"rpart80",19.1476120907947,"rpart","DECISION TREE"
"rpart81",21.032064032016,"rpart","DECISION TREE"
"rpart82",22.3142834874716,"rpart","DECISION TREE"
"rpart83",20.4963052093806,"rpart","DECISION TREE"
"rpart84",21.8106560372177,"rpart","DECISION TREE"
"rpart85",19.2498308807037,"rpart","DECISION TREE"
"rpart86",20.6344057155876,"rpart","DECISION TREE"
"rpart87",18.3994377980043,"rpart","DECISION TREE"
"rpart88",20.8240067914307,"rpart","DECISION TREE"
"rpart89",17.2256900892534,"rpart","DECISION TREE"
"rpart90",19.0165308158638,"rpart","DECISION TREE"
"rpart91",18.2659913412752,"rpart","DECISION TREE"
"rpart92",19.0310735827267,"rpart","DECISION TREE"
"rpart93",20.0846872737961,"rpart","DECISION TREE"
"rpart94",19.7158193251888,"rpart","DECISION TREE"
"rpart95",20.928993702306,"rpart","DECISION TREE"
"rpart96",22.2519704936794,"rpart","DECISION TREE"
"rpart97",19.8230924043775,"rpart","DECISION TREE"
"rpart98",17.5262484552748,"rpart","DECISION TREE"
"rpart99",21.4989853970368,"rpart","DECISION TREE"
"rpart100",17.6807568127021,"rpart","DECISION TREE"
"rpart101",18.478835187724,"rpart","DECISION TREE"
"rpart102",16.7726915232151,"rpart","DECISION TREE"
"rpart103",21.4657514417959,"rpart","DECISION TREE"
"rpart104",20.5135395923254,"rpart","DECISION TREE"
"rpart105",17.3750107512375,"rpart","DECISION TREE"
"rpart106",20.2602219985443,"rpart","DECISION TREE"
"rpart107",20.2715434790762,"rpart","DECISION TREE"
"rpart108",18.897681154806,"rpart","DECISION TREE"
"rpart109",19.2753047352699,"rpart","DECISION TREE"
"rpart110",23.7905292420993,"rpart","DECISION TREE"
"rpart111",18.9827200629911,"rpart","DECISION TREE"
"rpart112",21.1233094544921,"rpart","DECISION TREE"
"rpart113",19.4968411032243,"rpart","DECISION TREE"
"rpart114",21.4106075110754,"rpart","DECISION TREE"
"rpart115",20.5786315980214,"rpart","DECISION TREE"
"rpart116",20.1608185093364,"rpart","DECISION TREE"
"rpart117",17.5416404062614,"rpart","DECISION TREE"
"rpart118",21.2833277957452,"rpart","DECISION TREE"
"rpart119",20.5477057794555,"rpart","DECISION TREE"
"rpart120",21.3609266147135,"rpart","DECISION TREE"
"rpart121",21.8269186761465,"rpart","DECISION TREE"
"rpart122",16.9717375499525,"rpart","DECISION TREE"
"rpart123",20.784441280625,"rpart","DECISION TREE"
"rpart124",16.0028957237852,"rpart","DECISION TREE"
"rpart125",19.9758474024584,"rpart","DECISION TREE"
"rpart126",18.5701922653504,"rpart","DECISION TREE"
"rpart127",22.4334986746487,"rpart","DECISION TREE"
"rpart128",19.0596285801231,"rpart","DECISION TREE"
"rpart129",21.9716651049495,"rpart","DECISION TREE"
"rpart130",18.6209137916501,"rpart","DECISION TREE"
"rpart131",20.3746634306825,"rpart","DECISION TREE"
"rpart132",18.283380048302,"rpart","DECISION TREE"
"rpart133",18.1367390809068,"rpart","DECISION TREE"
"rpart134",21.55374453413,"rpart","DECISION TREE"
"rpart135",20.472503196655,"rpart","DECISION TREE"
"rpart136",21.1224818952414,"rpart","DECISION TREE"
"rpart137",17.6007311717868,"rpart","DECISION TREE"
"rpart138",20.3352767041122,"rpart","DECISION TREE"
"rpart139",19.5966966760373,"rpart","DECISION TREE"
"rpart140",18.3012730005378,"rpart","DECISION TREE"
"rpart141",21.8922975994213,"rpart","DECISION TREE"
"rpart142",19.5000878446264,"rpart","DECISION TREE"
"rpart143",19.3951913816728,"rpart","DECISION TREE"
"rpart144",19.6496948526902,"rpart","DECISION TREE"
"rpart145",18.8846837740612,"rpart","DECISION TREE"
"rpart146",17.8129463151305,"rpart","DECISION TREE"
"rpart147",17.912465781306,"rpart","DECISION TREE"
"rpart148",18.7359274161642,"rpart","DECISION TREE"
"rpart149",21.5363644743667,"rpart","DECISION TREE"
"rpart150",18.0735820476334,"rpart","DECISION TREE"
"rpart151",19.2278326465366,"rpart","DECISION TREE"
"rpart152",19.1831537793861,"rpart","DECISION TREE"
"rpart153",19.3255739002227,"rpart","DECISION TREE"
"rpart154",19.0791754483151,"rpart","DECISION TREE"
"rpart155",21.8585093969703,"rpart","DECISION TREE"
"rpart156",17.233656307458,"rpart","DECISION TREE"
"rpart157",20.6946073408052,"rpart","DECISION TREE"
"rpart158",20.5747590251887,"rpart","DECISION TREE"
"rpart159",20.6539070443729,"rpart","DECISION TREE"
"rpart160",19.4664534548313,"rpart","DECISION TREE"
"rpart161",20.6407944297425,"rpart","DECISION TREE"
"rpart162",19.1412420536985,"rpart","DECISION TREE"
"rpart163",20.3163573164757,"rpart","DECISION TREE"
"rpart164",17.6636520084044,"rpart","DECISION TREE"
"rpart165",20.3284412876851,"rpart","DECISION TREE"
"rpart166",18.1971450132318,"rpart","DECISION TREE"
"rpart167",20.3095422293442,"rpart","DECISION TREE"
"rpart168",17.883232015588,"rpart","DECISION TREE"
"rpart169",21.2803895331513,"rpart","DECISION TREE"
"rpart170",18.3314002750026,"rpart","DECISION TREE"
"rpart171",18.9354897980867,"rpart","DECISION TREE"
"rpart172",19.37967573096,"rpart","DECISION TREE"
"rpart173",23.7774214880928,"rpart","DECISION TREE"
"rpart174",18.3867929373785,"rpart","DECISION TREE"
"rpart175",18.9277526862285,"rpart","DECISION TREE"
"rpart176",19.5578382328443,"rpart","DECISION TREE"
"rpart177",17.7969122079587,"rpart","DECISION TREE"
"rpart178",18.2352827888925,"rpart","DECISION TREE"
"rpart179",18.3845141880693,"rpart","DECISION TREE"
"rpart180",21.9884369820647,"rpart","DECISION TREE"
"rpart181",23.739516673422,"rpart","DECISION TREE"
"rpart182",20.3446859390323,"rpart","DECISION TREE"
"rpart183",22.339741939714,"rpart","DECISION TREE"
"rpart184",20.6114397897832,"rpart","DECISION TREE"
"rpart185",18.8225977179448,"rpart","DECISION TREE"
"rpart186",16.1543641427269,"rpart","DECISION TREE"
"rpart187",18.8037632198774,"rpart","DECISION TREE"
"rpart188",17.8074892533115,"rpart","DECISION TREE"
"rpart189",20.0208581180506,"rpart","DECISION TREE"
"rpart190",16.0386337490954,"rpart","DECISION TREE"
"rpart191",18.652071642064,"rpart","DECISION TREE"
"rpart192",19.5129678548111,"rpart","DECISION TREE"
"rpart193",19.5586876446509,"rpart","DECISION TREE"
"rpart194",21.5235754724773,"rpart","DECISION TREE"
"rpart195",21.6203484913494,"rpart","DECISION TREE"
"rpart196",19.6149130873756,"rpart","DECISION TREE"
"rpart197",20.8847796251571,"rpart","DECISION TREE"
"rpart198",19.4387708280478,"rpart","DECISION TREE"
"rpart199",23.8777545300958,"rpart","DECISION TREE"
"rpart200",21.0223847497707,"rpart","DECISION TREE"
"rpart201",19.6636404860548,"rpart","DECISION TREE"
"rpart202",18.1497751184392,"rpart","DECISION TREE"
"rpart203",21.6630248743899,"rpart","DECISION TREE"
"rpart204",21.077725594158,"rpart","DECISION TREE"
"rpart205",20.9229467738563,"rpart","DECISION TREE"
"rpart206",22.7763453554067,"rpart","DECISION TREE"
"rpart207",21.9768201812812,"rpart","DECISION TREE"
"rpart208",19.3076628918121,"rpart","DECISION TREE"
"rpart209",17.6352827096869,"rpart","DECISION TREE"
"rpart210",20.7836187716565,"rpart","DECISION TREE"
"rpart211",20.6571667557632,"rpart","DECISION TREE"
"rpart212",18.4669439900621,"rpart","DECISION TREE"
"rpart213",19.3715103776674,"rpart","DECISION TREE"
"rpart214",20.2467729373255,"rpart","DECISION TREE"
"rpart215",18.7249807656476,"rpart","DECISION TREE"
"rpart216",20.4151339567926,"rpart","DECISION TREE"
"rpart217",18.5622128644705,"rpart","DECISION TREE"
"rpart218",20.9376343439851,"rpart","DECISION TREE"
"rpart219",17.7007316984392,"rpart","DECISION TREE"
"rpart220",22.1907391176213,"rpart","DECISION TREE"
"rpart221",18.8048274882639,"rpart","DECISION TREE"
"rpart222",19.6549175912735,"rpart","DECISION TREE"
"rpart223",18.8623394717737,"rpart","DECISION TREE"
"rpart224",20.7196741913008,"rpart","DECISION TREE"
"rpart225",21.1547738043677,"rpart","DECISION TREE"
"rpart226",24.21411515759,"rpart","DECISION TREE"
"rpart227",17.6289601613966,"rpart","DECISION TREE"
"rpart228",20.2271358532917,"rpart","DECISION TREE"
"rpart229",21.3748901267798,"rpart","DECISION TREE"
"rpart230",19.7569729060617,"rpart","DECISION TREE"
"rpart231",20.8258912149062,"rpart","DECISION TREE"
"rpart232",19.1924582138781,"rpart","DECISION TREE"
"rpart233",21.4839748425759,"rpart","DECISION TREE"
"rpart234",20.9653293207147,"rpart","DECISION TREE"
"rpart235",20.7007034170784,"rpart","DECISION TREE"
"rpart236",18.9694061763431,"rpart","DECISION TREE"
"rpart237",17.0724845504177,"rpart","DECISION TREE"
"rpart238",19.6532354738403,"rpart","DECISION TREE"
"rpart239",21.7045931897914,"rpart","DECISION TREE"
"rpart240",18.9944858125601,"rpart","DECISION TREE"
"rpart241",19.625923277768,"rpart","DECISION TREE"
"rpart242",18.595698310361,"rpart","DECISION TREE"
"rpart243",19.3423014818832,"rpart","DECISION TREE"
"rpart244",20.8139278279019,"rpart","DECISION TREE"
"rpart245",18.1299711825616,"rpart","DECISION TREE"
"rpart246",20.8169870927759,"rpart","DECISION TREE"
"rpart247",20.6008623578807,"rpart","DECISION TREE"
"rpart248",17.1739695705476,"rpart","DECISION TREE"
"rpart249",19.2916515699375,"rpart","DECISION TREE"
"rpart250",21.4459593820948,"rpart","DECISION TREE"
"rpart251",20.7837183053963,"rpart","DECISION TREE"
"rpart252",16.6672849667135,"rpart","DECISION TREE"
"rpart253",21.505578094819,"rpart","DECISION TREE"
"rpart254",20.8256389196269,"rpart","DECISION TREE"
"rpart255",19.1338246854001,"rpart","DECISION TREE"
"rpart256",22.813088680799,"rpart","DECISION TREE"
"rpart257",20.24718479318,"rpart","DECISION TREE"
"rpart258",18.2418054483848,"rpart","DECISION TREE"
"rpart259",20.491400396302,"rpart","DECISION TREE"
"rpart260",22.8889314638018,"rpart","DECISION TREE"
"rpart261",19.253837054274,"rpart","DECISION TREE"
"rpart262",16.7358592187787,"rpart","DECISION TREE"
"rpart263",21.9697406751598,"rpart","DECISION TREE"
"rpart264",18.7965271659453,"rpart","DECISION TREE"
"rpart265",20.2185514346566,"rpart","DECISION TREE"
"rpart266",19.4225655651971,"rpart","DECISION TREE"
"rpart267",22.4534609745848,"rpart","DECISION TREE"
"rpart268",20.4915340282486,"rpart","DECISION TREE"
"rpart269",16.8181380602726,"rpart","DECISION TREE"
"rpart270",20.668466062164,"rpart","DECISION TREE"
"rpart271",19.3801399009416,"rpart","DECISION TREE"
"rpart272",19.3488720307569,"rpart","DECISION TREE"
"rpart273",22.0310320545383,"rpart","DECISION TREE"
"rpart274",19.6054639386453,"rpart","DECISION TREE"
"rpart275",17.3557675801813,"rpart","DECISION TREE"
"rpart276",18.6467530788789,"rpart","DECISION TREE"
"rpart277",18.8432634692337,"rpart","DECISION TREE"
"rpart278",20.0413264789,"rpart","DECISION TREE"
"rpart279",18.164195749528,"rpart","DECISION TREE"
"rpart280",20.7447259894895,"rpart","DECISION TREE"
"rpart281",18.143659129891,"rpart","DECISION TREE"
"rpart282",18.2718830435958,"rpart","DECISION TREE"
"rpart283",22.3532531080239,"rpart","DECISION TREE"
"rpart284",17.94379306593,"rpart","DECISION TREE"
"rpart285",18.9113429202669,"rpart","DECISION TREE"
"rpart286",20.8105387623821,"rpart","DECISION TREE"
"rpart287",19.3079735318433,"rpart","DECISION TREE"
"rpart288",17.6890481207403,"rpart","DECISION TREE"
"rpart289",20.2861814129716,"rpart","DECISION TREE"
"rpart290",20.3759156626647,"rpart","DECISION TREE"
"rpart291",24.5981470242484,"rpart","DECISION TREE"
"rpart292",24.5621866983426,"rpart","DECISION TREE"
"rpart293",19.4076302525031,"rpart","DECISION TREE"
"rpart294",19.5907821077163,"rpart","DECISION TREE"
"rpart295",20.8388195130124,"rpart","DECISION TREE"
"rpart296",21.4361128571858,"rpart","DECISION TREE"
"rpart297",20.7841757757537,"rpart","DECISION TREE"
"rpart298",19.2167714349867,"rpart","DECISION TREE"
"rpart299",20.1500072801723,"rpart","DECISION TREE"
"rpart300",18.5735446167282,"rpart","DECISION TREE"
"rpart301",22.9626237705143,"rpart","DECISION TREE"
"rpart302",20.2738830569353,"rpart","DECISION TREE"
"rpart303",19.5571775278463,"rpart","DECISION TREE"
"rpart304",18.1432651401323,"rpart","DECISION TREE"
"rpart305",21.0970917508239,"rpart","DECISION TREE"
"rpart306",18.687027428733,"rpart","DECISION TREE"
"rpart307",23.8705009259901,"rpart","DECISION TREE"
"rpart308",21.923959196517,"rpart","DECISION TREE"
"rpart309",20.6285143377682,"rpart","DECISION TREE"
"rpart310",22.1786194611874,"rpart","DECISION TREE"
"rpart311",19.6467300656001,"rpart","DECISION TREE"
"rpart312",22.4298864711774,"rpart","DECISION TREE"
"rpart313",16.7462642172224,"rpart","DECISION TREE"
"rpart314",20.1904722326643,"rpart","DECISION TREE"
"rpart315",18.9839373893281,"rpart","DECISION TREE"
"rpart316",19.9248478039655,"rpart","DECISION TREE"
"rpart317",17.7260732052801,"rpart","DECISION TREE"
"rpart318",21.3062264982565,"rpart","DECISION TREE"
"rpart319",20.70361444298,"rpart","DECISION TREE"
"rpart320",19.8706282843093,"rpart","DECISION TREE"
"rpart321",19.3909946924132,"rpart","DECISION TREE"
"rpart322",19.4280822400486,"rpart","DECISION TREE"
"rpart323",20.0684866580041,"rpart","DECISION TREE"
"rpart324",22.3661935058315,"rpart","DECISION TREE"
"rpart325",20.5035503414222,"rpart","DECISION TREE"
"rpart326",21.2207611166067,"rpart","DECISION TREE"
"rpart327",21.4638671823873,"rpart","DECISION TREE"
"rpart328",17.9602309772156,"rpart","DECISION TREE"
"rpart329",17.7904715784439,"rpart","DECISION TREE"
"rpart330",21.2963259465136,"rpart","DECISION TREE"
"rpart331",23.2494197763452,"rpart","DECISION TREE"
"rpart332",19.3269106064188,"rpart","DECISION TREE"
"rpart333",21.4104462791554,"rpart","DECISION TREE"
"rpart334",18.3294177832204,"rpart","DECISION TREE"
"rpart335",20.2891565760397,"rpart","DECISION TREE"
"rpart336",19.8417294181668,"rpart","DECISION TREE"
"rpart337",22.4927038635651,"rpart","DECISION TREE"
"rpart338",18.934164396495,"rpart","DECISION TREE"
"rpart339",18.4863765133942,"rpart","DECISION TREE"
"rpart340",24.2435681384076,"rpart","DECISION TREE"
"rpart341",21.5424928413245,"rpart","DECISION TREE"
"rpart342",19.8025372141807,"rpart","DECISION TREE"
"rpart343",19.8616969925691,"rpart","DECISION TREE"
"rpart344",19.6887834803708,"rpart","DECISION TREE"
"rpart345",18.0636594241558,"rpart","DECISION TREE"
"rpart346",21.4684826630944,"rpart","DECISION TREE"
"rpart347",20.4823070128749,"rpart","DECISION TREE"
"rpart348",19.7406852352353,"rpart","DECISION TREE"
"rpart349",18.3770965500705,"rpart","DECISION TREE"
"rpart350",18.2666833953483,"rpart","DECISION TREE"
"rpart351",22.5783462755131,"rpart","DECISION TREE"
"rpart352",19.3169022006805,"rpart","DECISION TREE"
"rpart353",20.683834140842,"rpart","DECISION TREE"
"rpart354",20.9385015320047,"rpart","DECISION TREE"
"rpart355",18.314874007005,"rpart","DECISION TREE"
"rpart356",21.4051081845646,"rpart","DECISION TREE"
"rpart357",21.7003881472822,"rpart","DECISION TREE"
"rpart358",21.8774078413474,"rpart","DECISION TREE"
"rpart359",21.5995005520157,"rpart","DECISION TREE"
"rpart360",22.615230270008,"rpart","DECISION TREE"
"rpart361",18.585354340332,"rpart","DECISION TREE"
"rpart362",21.888041039195,"rpart","DECISION TREE"
"rpart363",18.5788870975745,"rpart","DECISION TREE"
"rpart364",19.920754183422,"rpart","DECISION TREE"
"rpart365",21.3505043171206,"rpart","DECISION TREE"
"rpart366",21.9829517436031,"rpart","DECISION TREE"
"rpart367",18.525476971762,"rpart","DECISION TREE"
"rpart368",20.6324240972484,"rpart","DECISION TREE"
"rpart369",17.6379892275999,"rpart","DECISION TREE"
"rpart370",22.310885054855,"rpart","DECISION TREE"
"rpart371",20.6709877163476,"rpart","DECISION TREE"
"rpart372",19.8614719350249,"rpart","DECISION TREE"
"rpart373",19.0993462434321,"rpart","DECISION TREE"
"rpart374",20.4628042740597,"rpart","DECISION TREE"
"rpart375",21.0638854471119,"rpart","DECISION TREE"
"rpart376",19.2271704925842,"rpart","DECISION TREE"
"rpart377",19.9964802583028,"rpart","DECISION TREE"
"rpart378",19.1181885130621,"rpart","DECISION TREE"
"rpart379",18.7061622949122,"rpart","DECISION TREE"
"rpart380",21.4158378967345,"rpart","DECISION TREE"
"rpart381",17.9525866267851,"rpart","DECISION TREE"
"rpart382",18.3031580800895,"rpart","DECISION TREE"
"rpart383",16.5236611607438,"rpart","DECISION TREE"
"rpart384",18.4290626321862,"rpart","DECISION TREE"
"rpart385",18.6952327076923,"rpart","DECISION TREE"
"rpart386",20.9228144698248,"rpart","DECISION TREE"
"rpart387",17.4142103522963,"rpart","DECISION TREE"
"rpart388",18.8624571644325,"rpart","DECISION TREE"
"rpart389",19.2509554133905,"rpart","DECISION TREE"
"rpart390",19.2056588346572,"rpart","DECISION TREE"
"rpart391",19.173767064312,"rpart","DECISION TREE"
"rpart392",21.0927894517806,"rpart","DECISION TREE"
"rpart393",20.9486683376841,"rpart","DECISION TREE"
"rpart394",19.7813328307922,"rpart","DECISION TREE"
"rpart395",21.9524083904258,"rpart","DECISION TREE"
"rpart396",20.736246641329,"rpart","DECISION TREE"
"rpart397",19.437853256715,"rpart","DECISION TREE"
"rpart398",20.4279295570026,"rpart","DECISION TREE"
"rpart399",20.2555659842219,"rpart","DECISION TREE"
"rpart400",23.2102377507983,"rpart","DECISION TREE"
"rpart401",22.1598528327215,"rpart","DECISION TREE"
"rpart402",19.3029550264751,"rpart","DECISION TREE"
"rpart403",19.9919065854734,"rpart","DECISION TREE"
"rpart404",18.9412046387529,"rpart","DECISION TREE"
"rpart405",21.6309507103822,"rpart","DECISION TREE"
"rpart406",19.3720037916206,"rpart","DECISION TREE"
"rpart407",19.9540290515664,"rpart","DECISION TREE"
"rpart408",21.6371262781024,"rpart","DECISION TREE"
"rpart409",20.351685572821,"rpart","DECISION TREE"
"rpart410",21.0902231122462,"rpart","DECISION TREE"
"rpart411",20.6040296152405,"rpart","DECISION TREE"
"rpart412",24.7308956001121,"rpart","DECISION TREE"
"rpart413",16.4771044707017,"rpart","DECISION TREE"
"rpart414",17.6151943199353,"rpart","DECISION TREE"
"rpart415",17.619178657669,"rpart","DECISION TREE"
"rpart416",17.3816736352243,"rpart","DECISION TREE"
"rpart417",19.3903815916871,"rpart","DECISION TREE"
"rpart418",19.0569162194823,"rpart","DECISION TREE"
"rpart419",20.2423726135871,"rpart","DECISION TREE"
"rpart420",21.2416019979845,"rpart","DECISION TREE"
"rpart421",17.4075372146925,"rpart","DECISION TREE"
"rpart422",17.7049999719363,"rpart","DECISION TREE"
"rpart423",18.6069380563574,"rpart","DECISION TREE"
"rpart424",19.6849352835621,"rpart","DECISION TREE"
"rpart425",21.1549196660382,"rpart","DECISION TREE"
"rpart426",21.8127875951807,"rpart","DECISION TREE"
"rpart427",19.6754683105446,"rpart","DECISION TREE"
"rpart428",21.5871516397241,"rpart","DECISION TREE"
"rpart429",19.4506252224995,"rpart","DECISION TREE"
"rpart430",21.4551803035448,"rpart","DECISION TREE"
"rpart431",20.6016414615759,"rpart","DECISION TREE"
"rpart432",20.621773760861,"rpart","DECISION TREE"
"rpart433",19.7608353236416,"rpart","DECISION TREE"
"rpart434",19.4981062483008,"rpart","DECISION TREE"
"rpart435",20.1779648820099,"rpart","DECISION TREE"
"rpart436",20.5710025027069,"rpart","DECISION TREE"
"rpart437",19.8109775874016,"rpart","DECISION TREE"
"rpart438",18.9825472338019,"rpart","DECISION TREE"
"rpart439",20.5169207300817,"rpart","DECISION TREE"
"rpart440",19.7741466673099,"rpart","DECISION TREE"
"rpart441",17.3363881984881,"rpart","DECISION TREE"
"rpart442",18.2084621695292,"rpart","DECISION TREE"
"rpart443",19.3222886599754,"rpart","DECISION TREE"
"rpart444",17.3282585885066,"rpart","DECISION TREE"
"rpart445",19.8344846623805,"rpart","DECISION TREE"
"rpart446",22.8354155512675,"rpart","DECISION TREE"
"rpart447",18.7701956284533,"rpart","DECISION TREE"
"rpart448",21.572868714695,"rpart","DECISION TREE"
"rpart449",21.0265414883054,"rpart","DECISION TREE"
"rpart450",18.1840066690643,"rpart","DECISION TREE"
"rpart451",19.2516413173702,"rpart","DECISION TREE"
"rpart452",22.7264072179017,"rpart","DECISION TREE"
"rpart453",20.9848717931697,"rpart","DECISION TREE"
"rpart454",18.3623554796264,"rpart","DECISION TREE"
"rpart455",20.6812686505231,"rpart","DECISION TREE"
"rpart456",16.596956150501,"rpart","DECISION TREE"
"rpart457",18.2206489791531,"rpart","DECISION TREE"
"rpart458",20.6194451318692,"rpart","DECISION TREE"
"rpart459",20.952796000264,"rpart","DECISION TREE"
"rpart460",18.5633009708996,"rpart","DECISION TREE"
"rpart461",18.4020897532277,"rpart","DECISION TREE"
"rpart462",22.9231531190379,"rpart","DECISION TREE"
"rpart463",21.1248006784392,"rpart","DECISION TREE"
"rpart464",18.6524181854949,"rpart","DECISION TREE"
"rpart465",24.0362499752644,"rpart","DECISION TREE"
"rpart466",19.3900590490772,"rpart","DECISION TREE"
"rpart467",23.9849526432929,"rpart","DECISION TREE"
"rpart468",20.3652791345839,"rpart","DECISION TREE"
"rpart469",20.4833653478259,"rpart","DECISION TREE"
"rpart470",17.9928613249455,"rpart","DECISION TREE"
"rpart471",19.8771022598011,"rpart","DECISION TREE"
"rpart472",18.2563409744215,"rpart","DECISION TREE"
"rpart473",18.9100501862713,"rpart","DECISION TREE"
"rpart474",20.9760604848397,"rpart","DECISION TREE"
"rpart475",19.6814969327525,"rpart","DECISION TREE"
"rpart476",17.2955285988166,"rpart","DECISION TREE"
"rpart477",19.5163105706207,"rpart","DECISION TREE"
"rpart478",18.5766577464987,"rpart","DECISION TREE"
"rpart479",19.1077789843678,"rpart","DECISION TREE"
"rpart480",18.427488396977,"rpart","DECISION TREE"
"rpart481",19.5996800341715,"rpart","DECISION TREE"
"rpart482",19.2435190088491,"rpart","DECISION TREE"
"rpart483",22.530796725511,"rpart","DECISION TREE"
"rpart484",20.6971475046846,"rpart","DECISION TREE"
"rpart485",19.5858583135949,"rpart","DECISION TREE"
"rpart486",17.4037594373795,"rpart","DECISION TREE"
"rpart487",19.0726204473805,"rpart","DECISION TREE"
"rpart488",21.2400716176025,"rpart","DECISION TREE"
"rpart489",19.0101067809844,"rpart","DECISION TREE"
"rpart490",19.2009702098522,"rpart","DECISION TREE"
"rpart491",20.0513446965312,"rpart","DECISION TREE"
"rpart492",19.7035138593034,"rpart","DECISION TREE"
"rpart493",21.7862302725727,"rpart","DECISION TREE"
"rpart494",22.0982953285002,"rpart","DECISION TREE"
"rpart495",21.0595023720113,"rpart","DECISION TREE"
"rpart496",19.3680896519725,"rpart","DECISION TREE"
"rpart497",20.4535379200102,"rpart","DECISION TREE"
"rpart498",22.3961951772223,"rpart","DECISION TREE"
"rpart499",19.0861044049775,"rpart","DECISION TREE"
"rpart500",20.3349593243512,"rpart","DECISION TREE"
"rpart501",19.8390620102417,"rpart","DECISION TREE"
