"","score","method","forest"
"rpart70",13.621839256572,"rpart","DECISION TREE"
"rpart71",11.4399007527544,"rpart","DECISION TREE"
"rpart72",12.6212948142398,"rpart","DECISION TREE"
"rpart73",13.5082407519566,"rpart","DECISION TREE"
"rpart74",10.7539603153844,"rpart","DECISION TREE"
"rpart75",12.3355574734954,"rpart","DECISION TREE"
"rpart76",13.0179625381125,"rpart","DECISION TREE"
"rpart77",14.3406118484825,"rpart","DECISION TREE"
"rpart78",11.5936835536926,"rpart","DECISION TREE"
"rpart79",13.7702197302791,"rpart","DECISION TREE"
"rpart80",13.6245224222762,"rpart","DECISION TREE"
"rpart81",12.5855614875511,"rpart","DECISION TREE"
"rpart82",14.3964801304313,"rpart","DECISION TREE"
"rpart83",12.6401020664997,"rpart","DECISION TREE"
"rpart84",12.0471503183118,"rpart","DECISION TREE"
"rpart85",10.8975837611713,"rpart","DECISION TREE"
"rpart86",12.5432906968205,"rpart","DECISION TREE"
"rpart87",12.4826485370146,"rpart","DECISION TREE"
"rpart88",11.2298025753501,"rpart","DECISION TREE"
"rpart89",10.9894058475875,"rpart","DECISION TREE"
"rpart90",11.0341860501036,"rpart","DECISION TREE"
"rpart91",9.75276836671812,"rpart","DECISION TREE"
"rpart92",13.0361782094151,"rpart","DECISION TREE"
"rpart93",13.2823056821175,"rpart","DECISION TREE"
"rpart94",12.5642673907347,"rpart","DECISION TREE"
"rpart95",11.7702493811059,"rpart","DECISION TREE"
"rpart96",13.109890148615,"rpart","DECISION TREE"
"rpart97",11.9395770764165,"rpart","DECISION TREE"
"rpart98",12.1236004757988,"rpart","DECISION TREE"
"rpart99",11.8152185779471,"rpart","DECISION TREE"
"rpart100",13.284037629791,"rpart","DECISION TREE"
"rpart101",13.2133268261203,"rpart","DECISION TREE"
"rpart102",13.4876851943793,"rpart","DECISION TREE"
"rpart103",13.5726018562783,"rpart","DECISION TREE"
"rpart104",11.9425631870046,"rpart","DECISION TREE"
"rpart105",11.5951466172356,"rpart","DECISION TREE"
"rpart106",12.7293242676317,"rpart","DECISION TREE"
"rpart107",12.6942480947274,"rpart","DECISION TREE"
"rpart108",10.1734954071117,"rpart","DECISION TREE"
"rpart109",13.1078326501106,"rpart","DECISION TREE"
"rpart110",15.0860994087591,"rpart","DECISION TREE"
"rpart111",10.0186217368395,"rpart","DECISION TREE"
"rpart112",11.3086537068753,"rpart","DECISION TREE"
"rpart113",13.9529958245677,"rpart","DECISION TREE"
"rpart114",12.7076577845916,"rpart","DECISION TREE"
"rpart115",13.1033140874451,"rpart","DECISION TREE"
"rpart116",11.7314496521302,"rpart","DECISION TREE"
"rpart117",10.4136086554223,"rpart","DECISION TREE"
"rpart118",13.4210794807752,"rpart","DECISION TREE"
"rpart119",14.0782831177674,"rpart","DECISION TREE"
"rpart120",15.1330138158891,"rpart","DECISION TREE"
"rpart121",13.9370900759465,"rpart","DECISION TREE"
"rpart122",13.4881425898959,"rpart","DECISION TREE"
"rpart123",13.5414926892133,"rpart","DECISION TREE"
"rpart124",10.3314266854744,"rpart","DECISION TREE"
"rpart125",13.0253850976663,"rpart","DECISION TREE"
"rpart126",11.9144575778073,"rpart","DECISION TREE"
"rpart127",13.4768283042261,"rpart","DECISION TREE"
"rpart128",9.89057215024236,"rpart","DECISION TREE"
"rpart129",13.8485766816812,"rpart","DECISION TREE"
"rpart130",8.94069666708467,"rpart","DECISION TREE"
"rpart131",14.6953219931757,"rpart","DECISION TREE"
"rpart132",11.722677195371,"rpart","DECISION TREE"
"rpart133",11.2587842294062,"rpart","DECISION TREE"
"rpart134",11.6580271610219,"rpart","DECISION TREE"
"rpart135",11.7578804042513,"rpart","DECISION TREE"
"rpart136",13.2663325898619,"rpart","DECISION TREE"
"rpart137",10.9833526667507,"rpart","DECISION TREE"
"rpart138",12.1871528991707,"rpart","DECISION TREE"
"rpart139",11.6408038899419,"rpart","DECISION TREE"
"rpart140",9.49078619334167,"rpart","DECISION TREE"
"rpart141",11.9415830556573,"rpart","DECISION TREE"
"rpart142",10.8069621684923,"rpart","DECISION TREE"
"rpart143",11.7774806731612,"rpart","DECISION TREE"
"rpart144",10.5605097971794,"rpart","DECISION TREE"
"rpart145",13.385569432258,"rpart","DECISION TREE"
"rpart146",12.1986342732422,"rpart","DECISION TREE"
"rpart147",11.7427794432283,"rpart","DECISION TREE"
"rpart148",13.8127991149975,"rpart","DECISION TREE"
"rpart149",13.4814316865579,"rpart","DECISION TREE"
"rpart150",13.561360450468,"rpart","DECISION TREE"
"rpart151",12.5093830814958,"rpart","DECISION TREE"
"rpart152",10.9886249852507,"rpart","DECISION TREE"
"rpart153",13.7234275931455,"rpart","DECISION TREE"
"rpart154",12.2855707818118,"rpart","DECISION TREE"
"rpart155",15.3077255403142,"rpart","DECISION TREE"
"rpart156",12.0507347147388,"rpart","DECISION TREE"
"rpart157",11.192959330124,"rpart","DECISION TREE"
"rpart158",9.29687785203443,"rpart","DECISION TREE"
"rpart159",11.6152501163853,"rpart","DECISION TREE"
"rpart160",11.1515934604146,"rpart","DECISION TREE"
"rpart161",11.726246727747,"rpart","DECISION TREE"
"rpart162",11.663890155718,"rpart","DECISION TREE"
"rpart163",13.9426490296629,"rpart","DECISION TREE"
"rpart164",13.6851484716571,"rpart","DECISION TREE"
"rpart165",11.818581666748,"rpart","DECISION TREE"
"rpart166",13.0851312596508,"rpart","DECISION TREE"
"rpart167",11.8704873530076,"rpart","DECISION TREE"
"rpart168",14.1011833339718,"rpart","DECISION TREE"
"rpart169",12.5724178302646,"rpart","DECISION TREE"
"rpart170",11.7060464528898,"rpart","DECISION TREE"
"rpart171",11.1222411299352,"rpart","DECISION TREE"
"rpart172",12.7473889440081,"rpart","DECISION TREE"
"rpart173",12.9717707639754,"rpart","DECISION TREE"
"rpart174",10.7232630297737,"rpart","DECISION TREE"
"rpart175",12.9704965150211,"rpart","DECISION TREE"
"rpart176",11.3039931888676,"rpart","DECISION TREE"
"rpart177",12.4684872855577,"rpart","DECISION TREE"
"rpart178",10.3947233607038,"rpart","DECISION TREE"
"rpart179",12.9759684813654,"rpart","DECISION TREE"
"rpart180",11.1902064246193,"rpart","DECISION TREE"
"rpart181",12.4723039342446,"rpart","DECISION TREE"
"rpart182",13.6080761821538,"rpart","DECISION TREE"
"rpart183",12.2064566325579,"rpart","DECISION TREE"
"rpart184",11.9099634631065,"rpart","DECISION TREE"
"rpart185",11.8363360466832,"rpart","DECISION TREE"
"rpart186",11.176586551972,"rpart","DECISION TREE"
"rpart187",11.6672810787905,"rpart","DECISION TREE"
"rpart188",9.97243495875914,"rpart","DECISION TREE"
"rpart189",12.109956579661,"rpart","DECISION TREE"
"rpart190",13.5001380745446,"rpart","DECISION TREE"
"rpart191",11.2376558064431,"rpart","DECISION TREE"
"rpart192",11.6693905932932,"rpart","DECISION TREE"
"rpart193",12.7070337473244,"rpart","DECISION TREE"
"rpart194",11.4219623537219,"rpart","DECISION TREE"
"rpart195",11.0092536737989,"rpart","DECISION TREE"
"rpart196",10.7958975322122,"rpart","DECISION TREE"
"rpart197",11.0764392778958,"rpart","DECISION TREE"
"rpart198",11.8678084101747,"rpart","DECISION TREE"
"rpart199",10.4862172758495,"rpart","DECISION TREE"
"rpart200",12.9066708641164,"rpart","DECISION TREE"
"rpart201",14.9346072067414,"rpart","DECISION TREE"
"rpart202",10.6573244591502,"rpart","DECISION TREE"
"rpart203",12.1371565816098,"rpart","DECISION TREE"
"rpart204",13.6398347012003,"rpart","DECISION TREE"
"rpart205",11.3426865974937,"rpart","DECISION TREE"
"rpart206",14.2538415733602,"rpart","DECISION TREE"
"rpart207",12.4311256512967,"rpart","DECISION TREE"
"rpart208",10.3472750616542,"rpart","DECISION TREE"
"rpart209",12.9446151601889,"rpart","DECISION TREE"
"rpart210",12.6898931615855,"rpart","DECISION TREE"
"rpart211",12.5013214565436,"rpart","DECISION TREE"
"rpart212",12.1839125498073,"rpart","DECISION TREE"
"rpart213",11.6088772448073,"rpart","DECISION TREE"
"rpart214",11.2529220737769,"rpart","DECISION TREE"
"rpart215",12.6994403974896,"rpart","DECISION TREE"
"rpart216",12.0401041570996,"rpart","DECISION TREE"
"rpart217",13.7825389896006,"rpart","DECISION TREE"
"rpart218",11.8666985818877,"rpart","DECISION TREE"
"rpart219",12.0935484525728,"rpart","DECISION TREE"
"rpart220",10.6900425619012,"rpart","DECISION TREE"
"rpart221",11.6968594457677,"rpart","DECISION TREE"
"rpart222",11.1858269702175,"rpart","DECISION TREE"
"rpart223",10.7608680465909,"rpart","DECISION TREE"
"rpart224",11.0870177846769,"rpart","DECISION TREE"
"rpart225",13.8616476050533,"rpart","DECISION TREE"
"rpart226",13.8084767152493,"rpart","DECISION TREE"
"rpart227",10.6097651846526,"rpart","DECISION TREE"
"rpart228",14.6130288866307,"rpart","DECISION TREE"
"rpart229",11.5501689745062,"rpart","DECISION TREE"
"rpart230",11.3718242032288,"rpart","DECISION TREE"
"rpart231",13.6374931900865,"rpart","DECISION TREE"
"rpart232",10.9943457274745,"rpart","DECISION TREE"
"rpart233",13.7209320141125,"rpart","DECISION TREE"
"rpart234",11.7885753610968,"rpart","DECISION TREE"
"rpart235",10.3402344843551,"rpart","DECISION TREE"
"rpart236",12.4427366674783,"rpart","DECISION TREE"
"rpart237",14.0065188972791,"rpart","DECISION TREE"
"rpart238",11.4887849842759,"rpart","DECISION TREE"
"rpart239",13.5873012588565,"rpart","DECISION TREE"
"rpart240",13.5766120804141,"rpart","DECISION TREE"
"rpart241",13.2845321039823,"rpart","DECISION TREE"
"rpart242",12.3861833626836,"rpart","DECISION TREE"
"rpart243",12.3574640104651,"rpart","DECISION TREE"
"rpart244",12.2458816581554,"rpart","DECISION TREE"
"rpart245",11.2480122849678,"rpart","DECISION TREE"
"rpart246",11.8327727436881,"rpart","DECISION TREE"
"rpart247",14.4548813124108,"rpart","DECISION TREE"
"rpart248",12.1024986195603,"rpart","DECISION TREE"
"rpart249",13.3489310262355,"rpart","DECISION TREE"
"rpart250",11.4476900837037,"rpart","DECISION TREE"
"rpart251",15.3624701430334,"rpart","DECISION TREE"
"rpart252",12.0923378470591,"rpart","DECISION TREE"
"rpart253",14.2902466432365,"rpart","DECISION TREE"
"rpart254",11.5002860633261,"rpart","DECISION TREE"
"rpart255",14.0623750737939,"rpart","DECISION TREE"
"rpart256",14.3911835889576,"rpart","DECISION TREE"
"rpart257",15.5929626614353,"rpart","DECISION TREE"
"rpart258",12.387649887508,"rpart","DECISION TREE"
"rpart259",11.0533542744039,"rpart","DECISION TREE"
"rpart260",12.9985077080396,"rpart","DECISION TREE"
"rpart261",11.9704019091408,"rpart","DECISION TREE"
"rpart262",11.30696225475,"rpart","DECISION TREE"
"rpart263",13.2135546090074,"rpart","DECISION TREE"
"rpart264",11.2688421232498,"rpart","DECISION TREE"
"rpart265",15.0397072998225,"rpart","DECISION TREE"
"rpart266",12.5102513137253,"rpart","DECISION TREE"
"rpart267",13.746946215528,"rpart","DECISION TREE"
"rpart268",12.0944714113595,"rpart","DECISION TREE"
"rpart269",10.5311403144318,"rpart","DECISION TREE"
"rpart270",14.7716192018344,"rpart","DECISION TREE"
"rpart271",11.5037748182752,"rpart","DECISION TREE"
"rpart272",13.3737082880796,"rpart","DECISION TREE"
"rpart273",12.2036481752546,"rpart","DECISION TREE"
"rpart274",13.6533537812662,"rpart","DECISION TREE"
"rpart275",12.4224009493451,"rpart","DECISION TREE"
"rpart276",15.2043901464762,"rpart","DECISION TREE"
"rpart277",11.2583599308899,"rpart","DECISION TREE"
"rpart278",12.4826056065005,"rpart","DECISION TREE"
"rpart279",13.8294661475394,"rpart","DECISION TREE"
"rpart280",14.7310746399055,"rpart","DECISION TREE"
"rpart281",12.1780963623931,"rpart","DECISION TREE"
"rpart282",11.7699745048173,"rpart","DECISION TREE"
"rpart283",14.8405513129238,"rpart","DECISION TREE"
"rpart284",11.0848663482415,"rpart","DECISION TREE"
"rpart285",14.647788453508,"rpart","DECISION TREE"
"rpart286",11.7246774990312,"rpart","DECISION TREE"
"rpart287",10.9071649405794,"rpart","DECISION TREE"
"rpart288",11.0604059878648,"rpart","DECISION TREE"
"rpart289",11.8165371286341,"rpart","DECISION TREE"
"rpart290",11.7496027314038,"rpart","DECISION TREE"
"rpart291",12.7323127602594,"rpart","DECISION TREE"
"rpart292",13.1270004224382,"rpart","DECISION TREE"
"rpart293",10.2523881237207,"rpart","DECISION TREE"
"rpart294",12.683003170134,"rpart","DECISION TREE"
"rpart295",11.6223266274714,"rpart","DECISION TREE"
"rpart296",11.4735888370683,"rpart","DECISION TREE"
"rpart297",13.264644499008,"rpart","DECISION TREE"
"rpart298",14.3934031028643,"rpart","DECISION TREE"
"rpart299",10.267592554457,"rpart","DECISION TREE"
"rpart300",12.4084999461462,"rpart","DECISION TREE"
"rpart301",14.7830470413222,"rpart","DECISION TREE"
"rpart302",12.9581410168908,"rpart","DECISION TREE"
"rpart303",12.7161842665461,"rpart","DECISION TREE"
"rpart304",9.419048324159,"rpart","DECISION TREE"
"rpart305",13.1450735977839,"rpart","DECISION TREE"
"rpart306",10.4042688929919,"rpart","DECISION TREE"
"rpart307",12.1568558979618,"rpart","DECISION TREE"
"rpart308",10.2299920529064,"rpart","DECISION TREE"
"rpart309",11.8494797676102,"rpart","DECISION TREE"
"rpart310",13.9532083133738,"rpart","DECISION TREE"
"rpart311",12.3468450318591,"rpart","DECISION TREE"
"rpart312",14.3906817054713,"rpart","DECISION TREE"
"rpart313",12.2067207116103,"rpart","DECISION TREE"
"rpart314",11.363191279117,"rpart","DECISION TREE"
"rpart315",12.1618466914866,"rpart","DECISION TREE"
"rpart316",12.8190567707487,"rpart","DECISION TREE"
"rpart317",11.8934856795397,"rpart","DECISION TREE"
"rpart318",11.2062587144185,"rpart","DECISION TREE"
"rpart319",13.2393361602197,"rpart","DECISION TREE"
"rpart320",12.849901815969,"rpart","DECISION TREE"
"rpart321",12.2060646963209,"rpart","DECISION TREE"
"rpart322",12.4495975575107,"rpart","DECISION TREE"
"rpart323",10.5416057693338,"rpart","DECISION TREE"
"rpart324",14.6196219681626,"rpart","DECISION TREE"
"rpart325",14.3989421039752,"rpart","DECISION TREE"
"rpart326",12.5866454732035,"rpart","DECISION TREE"
"rpart327",10.7323264767755,"rpart","DECISION TREE"
"rpart328",11.361631102772,"rpart","DECISION TREE"
"rpart329",9.85249252274507,"rpart","DECISION TREE"
"rpart330",13.7720955512832,"rpart","DECISION TREE"
"rpart331",13.3823021790011,"rpart","DECISION TREE"
"rpart332",11.8086734360722,"rpart","DECISION TREE"
"rpart333",11.1603194708016,"rpart","DECISION TREE"
"rpart334",11.4377489880088,"rpart","DECISION TREE"
"rpart335",13.9176335097467,"rpart","DECISION TREE"
"rpart336",11.5094197933989,"rpart","DECISION TREE"
"rpart337",13.0610949871668,"rpart","DECISION TREE"
"rpart338",12.1998144672462,"rpart","DECISION TREE"
"rpart339",10.6801209820589,"rpart","DECISION TREE"
"rpart340",14.3609058104684,"rpart","DECISION TREE"
"rpart341",16.2953362040886,"rpart","DECISION TREE"
"rpart342",11.1731289032945,"rpart","DECISION TREE"
"rpart343",12.0147363084411,"rpart","DECISION TREE"
"rpart344",13.656492078153,"rpart","DECISION TREE"
"rpart345",11.9798710101919,"rpart","DECISION TREE"
"rpart346",16.0845360228469,"rpart","DECISION TREE"
"rpart347",13.0677448023131,"rpart","DECISION TREE"
"rpart348",11.5662537954457,"rpart","DECISION TREE"
"rpart349",13.3453987411264,"rpart","DECISION TREE"
"rpart350",9.67723127810551,"rpart","DECISION TREE"
"rpart351",11.6699034028262,"rpart","DECISION TREE"
"rpart352",12.8670132916814,"rpart","DECISION TREE"
"rpart353",13.5356697551679,"rpart","DECISION TREE"
"rpart354",12.6611170445753,"rpart","DECISION TREE"
"rpart355",10.4227280601366,"rpart","DECISION TREE"
"rpart356",14.5491971161167,"rpart","DECISION TREE"
"rpart357",13.1088305937665,"rpart","DECISION TREE"
"rpart358",12.1465237821015,"rpart","DECISION TREE"
"rpart359",13.1382117470432,"rpart","DECISION TREE"
"rpart360",12.9124254453668,"rpart","DECISION TREE"
"rpart361",10.448563020404,"rpart","DECISION TREE"
"rpart362",13.4189721055362,"rpart","DECISION TREE"
"rpart363",10.0166904892503,"rpart","DECISION TREE"
"rpart364",10.7129567134526,"rpart","DECISION TREE"
"rpart365",13.3535769809189,"rpart","DECISION TREE"
"rpart366",12.065315722836,"rpart","DECISION TREE"
"rpart367",11.8958491945317,"rpart","DECISION TREE"
"rpart368",10.4874649381902,"rpart","DECISION TREE"
"rpart369",12.3586078042358,"rpart","DECISION TREE"
"rpart370",14.8595877421239,"rpart","DECISION TREE"
"rpart371",11.362087028229,"rpart","DECISION TREE"
"rpart372",11.9346296592502,"rpart","DECISION TREE"
"rpart373",13.4535500640948,"rpart","DECISION TREE"
"rpart374",11.1016539503051,"rpart","DECISION TREE"
"rpart375",12.3580799057387,"rpart","DECISION TREE"
"rpart376",12.1912324190535,"rpart","DECISION TREE"
"rpart377",12.5014773797744,"rpart","DECISION TREE"
"rpart378",11.9537033651819,"rpart","DECISION TREE"
"rpart379",12.6630650480956,"rpart","DECISION TREE"
"rpart380",12.1216554351543,"rpart","DECISION TREE"
"rpart381",11.3014684709182,"rpart","DECISION TREE"
"rpart382",11.6822952126746,"rpart","DECISION TREE"
"rpart383",9.92257319160469,"rpart","DECISION TREE"
"rpart384",11.8045984282101,"rpart","DECISION TREE"
"rpart385",13.0362581817698,"rpart","DECISION TREE"
"rpart386",11.1846788310184,"rpart","DECISION TREE"
"rpart387",10.7944535825712,"rpart","DECISION TREE"
"rpart388",9.84364210601118,"rpart","DECISION TREE"
"rpart389",12.1965164957979,"rpart","DECISION TREE"
"rpart390",12.9441229006913,"rpart","DECISION TREE"
"rpart391",10.3254954753136,"rpart","DECISION TREE"
"rpart392",10.4226964490578,"rpart","DECISION TREE"
"rpart393",12.4921568731385,"rpart","DECISION TREE"
"rpart394",11.2953227576898,"rpart","DECISION TREE"
"rpart395",12.7538446286713,"rpart","DECISION TREE"
"rpart396",13.3816731732973,"rpart","DECISION TREE"
"rpart397",11.5556030647602,"rpart","DECISION TREE"
"rpart398",13.4181714285984,"rpart","DECISION TREE"
"rpart399",12.4866446312289,"rpart","DECISION TREE"
"rpart400",13.7530485980118,"rpart","DECISION TREE"
"rpart401",11.4959333461449,"rpart","DECISION TREE"
"rpart402",13.3099234712019,"rpart","DECISION TREE"
"rpart403",11.7741806901047,"rpart","DECISION TREE"
"rpart404",10.9769682085184,"rpart","DECISION TREE"
"rpart405",12.0868916732734,"rpart","DECISION TREE"
"rpart406",10.5745861278591,"rpart","DECISION TREE"
"rpart407",12.9206533365991,"rpart","DECISION TREE"
"rpart408",11.9922467576515,"rpart","DECISION TREE"
"rpart409",10.1214847750581,"rpart","DECISION TREE"
"rpart410",13.2294633363376,"rpart","DECISION TREE"
"rpart411",12.4025805711823,"rpart","DECISION TREE"
"rpart412",12.3989475972973,"rpart","DECISION TREE"
"rpart413",11.5156714294617,"rpart","DECISION TREE"
"rpart414",12.0724184382638,"rpart","DECISION TREE"
"rpart415",11.0212073579054,"rpart","DECISION TREE"
"rpart416",12.3909713746686,"rpart","DECISION TREE"
"rpart417",11.0048225410874,"rpart","DECISION TREE"
"rpart418",12.7061354117946,"rpart","DECISION TREE"
"rpart419",13.1891444403956,"rpart","DECISION TREE"
"rpart420",13.9210605292885,"rpart","DECISION TREE"
"rpart421",12.6066846129331,"rpart","DECISION TREE"
"rpart422",11.9522721957362,"rpart","DECISION TREE"
"rpart423",10.5279363209939,"rpart","DECISION TREE"
"rpart424",12.4806933642041,"rpart","DECISION TREE"
"rpart425",14.6583484148027,"rpart","DECISION TREE"
"rpart426",12.0400193315504,"rpart","DECISION TREE"
"rpart427",10.8238529233651,"rpart","DECISION TREE"
"rpart428",12.4286524969488,"rpart","DECISION TREE"
"rpart429",12.7706471276046,"rpart","DECISION TREE"
"rpart430",14.2287338349274,"rpart","DECISION TREE"
"rpart431",11.6466588308209,"rpart","DECISION TREE"
"rpart432",13.1871732325396,"rpart","DECISION TREE"
"rpart433",10.5935769495722,"rpart","DECISION TREE"
"rpart434",13.0230799233583,"rpart","DECISION TREE"
"rpart435",12.7159044026976,"rpart","DECISION TREE"
"rpart436",11.1760938536463,"rpart","DECISION TREE"
"rpart437",12.6990481480815,"rpart","DECISION TREE"
"rpart438",14.699151588104,"rpart","DECISION TREE"
"rpart439",13.9807776956753,"rpart","DECISION TREE"
"rpart440",12.5542591207505,"rpart","DECISION TREE"
"rpart441",10.6723837959357,"rpart","DECISION TREE"
"rpart442",11.9323294839437,"rpart","DECISION TREE"
"rpart443",12.8998465772973,"rpart","DECISION TREE"
"rpart444",11.9011731245814,"rpart","DECISION TREE"
"rpart445",11.4929086605979,"rpart","DECISION TREE"
"rpart446",15.0199792354653,"rpart","DECISION TREE"
"rpart447",11.4553774273925,"rpart","DECISION TREE"
"rpart448",15.5398853480568,"rpart","DECISION TREE"
"rpart449",14.9059602483563,"rpart","DECISION TREE"
"rpart450",10.6349729007347,"rpart","DECISION TREE"
"rpart451",12.224930457429,"rpart","DECISION TREE"
"rpart452",11.8629680467311,"rpart","DECISION TREE"
"rpart453",13.3966891293049,"rpart","DECISION TREE"
"rpart454",14.0074801887039,"rpart","DECISION TREE"
"rpart455",13.2016488044707,"rpart","DECISION TREE"
"rpart456",11.0696092195015,"rpart","DECISION TREE"
"rpart457",13.9647806303377,"rpart","DECISION TREE"
"rpart458",12.9360158696789,"rpart","DECISION TREE"
"rpart459",13.6378663063129,"rpart","DECISION TREE"
"rpart460",10.3937720072073,"rpart","DECISION TREE"
"rpart461",14.5680073570986,"rpart","DECISION TREE"
"rpart462",12.2163605677147,"rpart","DECISION TREE"
"rpart463",12.8314426197075,"rpart","DECISION TREE"
"rpart464",13.1055310196904,"rpart","DECISION TREE"
"rpart465",17.0864604758015,"rpart","DECISION TREE"
"rpart466",10.8257106618202,"rpart","DECISION TREE"
"rpart467",13.05941755368,"rpart","DECISION TREE"
"rpart468",12.8775136737055,"rpart","DECISION TREE"
"rpart469",11.6112094752705,"rpart","DECISION TREE"
"rpart470",10.3937814580322,"rpart","DECISION TREE"
"rpart471",10.777684314128,"rpart","DECISION TREE"
"rpart472",11.5248041678218,"rpart","DECISION TREE"
"rpart473",12.6693298718043,"rpart","DECISION TREE"
"rpart474",14.9074148050565,"rpart","DECISION TREE"
"rpart475",12.937361599093,"rpart","DECISION TREE"
"rpart476",11.4910031235348,"rpart","DECISION TREE"
"rpart477",12.2756240195552,"rpart","DECISION TREE"
"rpart478",10.9303422077547,"rpart","DECISION TREE"
"rpart479",14.220804962009,"rpart","DECISION TREE"
"rpart480",10.594599444678,"rpart","DECISION TREE"
"rpart481",12.8165264551287,"rpart","DECISION TREE"
"rpart482",14.5382882774071,"rpart","DECISION TREE"
"rpart483",14.5201625219149,"rpart","DECISION TREE"
"rpart484",11.7145657130425,"rpart","DECISION TREE"
"rpart485",10.891319320904,"rpart","DECISION TREE"
"rpart486",9.72402729914694,"rpart","DECISION TREE"
"rpart487",12.4596105976454,"rpart","DECISION TREE"
"rpart488",11.8697932714437,"rpart","DECISION TREE"
"rpart489",11.1701282773504,"rpart","DECISION TREE"
"rpart490",12.6038260823571,"rpart","DECISION TREE"
"rpart491",11.3713651100082,"rpart","DECISION TREE"
"rpart492",12.8725835984683,"rpart","DECISION TREE"
"rpart493",13.6693784674876,"rpart","DECISION TREE"
"rpart494",11.8058176383904,"rpart","DECISION TREE"
"rpart495",13.4568903979198,"rpart","DECISION TREE"
"rpart496",11.5458483204615,"rpart","DECISION TREE"
"rpart497",11.593052054815,"rpart","DECISION TREE"
"rpart498",13.9423100526059,"rpart","DECISION TREE"
"rpart499",14.796750068157,"rpart","DECISION TREE"
"rpart500",11.6380189291919,"rpart","DECISION TREE"
